Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
oration	1.10	1	2	0.5	10	2,0,0,0,2,0,2,1,2,2
speedy	1.10	1	2	0.5	10	0,0,0,1,0,2,2,2,2,2
committing	1.10	1	2	0.5	10	2,2,2,2,2,1,0,0,0,0
remunerable	1.10	1	2	0.4	10	2,0,0,2,2,1,2,1,0,1
prosthetic	1.10	1	2	0.5	10	0,0,2,0,0,2,2,2,1,2
breeding	1.10	1	2	0.4	10	2,0,2,0,2,2,0,1,1,1
idealization	1.10	1	2	0.5	10	2,0,2,2,0,2,2,0,0,1
perfective	1.10	1	2	0.4	10	1,2,0,2,2,2,0,0,1,1
common denominator	1.10	1	2	0.5	10	2,2,2,2,2,0,0,0,1,0
anticipatable	1.10	1	2	0.5	10	1,2,2,2,2,2,0,0,0,0
qualify	1.10	1	1	0.5	10	2,0,2,2,1,1,0,1,1,1
easygoing	1.10	1	2	0.4	10	2,0,2,2,2,0,0,1,1,1
maharajah	1.10	1	2	0.4	10	2,0,0,0,2,2,2,1,1,1
automaker	1.10	1	2	0.5	10	2,2,2,2,0,2,0,1,0,0
proprietress	1.10	1	2	0.5	10	2,2,2,2,2,1,0,0,0,0
reinvention	1.10	1	2	0.4	10	2,0,0,0,2,2,2,1,1,1
fundraising	1.10	1	1	0.7	10	1,1,1,1,1,1,2,2,1,0
nest	1.10	1	2	0.5	10	2,2,2,2,2,0,1,0,0,0
handsfree	1.10	1	2	0.4	10	0,1,0,0,2,1,1,2,2,2
free will	1.10	1	2	0.5	10	2,2,0,0,2,0,2,2,1,0
originally	1.10	1	2	0.5	10	0,2,0,2,2,1,2,0,0,2
immortal	1.10	1	2	0.5	10	0,2,2,2,2,2,0,0,0,1
keep pace	1.10	1	2	0.4	10	2,2,1,2,2,0,0,1,0,1
persuasive	1.10	1	2	0.6	10	0,2,0,2,0,2,2,2,2,-1
chauffer	1.10	1	2	0.4	10	1,2,0,0,1,0,2,2,2,1
brilliance	1.10	1	2	0.5	10	2,0,0,0,2,0,2,2,1,2
pastureland	1.10	1	2	0.5	10	2,2,0,2,0,2,2,0,0,1
silverwork	1.10	1	2	0.4	10	1,0,0,2,2,2,1,1,2,0
regroup	1.10	1	1	0.5	10	1,1,0,2,2,2,0,1,1,1
keep around	1.10	1	2	0.4	10	1,2,2,2,0,2,1,0,1,0
tolerate	1.10	1	2	0.4	10	0,2,2,0,0,2,2,1,1,1
evangelize	1.10	1	1	0.9	10	1,1,1,1,2,1,1,1,1,1
toilsome	1.10	1	2	0.4	10	2,2,2,0,0,1,2,0,1,1
emphatically	1.10	1	1	0.5	10	1,1,1,2,0,1,1,2,2,0
simplifier	1.10	1	1	0.7	10	1,1,1,1,1,1,1,2,2,0
pluckily	1.10	1	2	0.4	10	0,0,2,2,0,1,1,2,1,2
awe inspiring	1.10	1	2	0.4	10	1,0,0,1,2,2,0,2,1,2
embody	1.10	1	2	0.5	10	2,0,0,2,0,2,2,1,2,0
deterrent	1.10	1	2	0.6	10	2,2,2,0,2,2,2,1,-1,-1
exorable	1.10	1	2	0.6	10	2,2,2,2,2,2,0,-1,0,0
transcendental	1.10	1	2	0.5	10	2,2,0,2,2,2,0,1,0,0
college student	1.10	1	2	0.4	10	1,0,2,2,2,2,0,0,1,1
ballplayer	1.10	1	1	0.7	10	1,1,0,1,2,1,1,1,1,2
weather man	1.09	1	2	0.454545454545455	11	2,2,1,1,2,2,-1,2,0,0,1
bro	1.09	1	2	0.454545454545455	11	0,2,2,2,2,1,2,0,0,1,0
exert	1.09	1	2	0.545454545454545	11	0,2,0,0,0,2,2,2,0,2,2
widower	1.09	1	2	0.545454545454545	11	2,2,0,2,2,2,2,0,0,0,0
conduciveness	1.09	1	2	0.363636363636364	11	2,1,1,2,0,0,2,0,2,1,1
chic	1.09	1	2	0.454545454545455	11	0,0,2,0,0,2,2,2,1,1,2
tea party	1.09	1	2	0.363636363636364	11	1,0,0,0,2,1,2,1,1,2,2
footing	1.09	1	2	0.454545454545455	11	2,0,0,2,2,2,2,0,1,0,1
concordantly	1.09	1	2	0.545454545454545	11	2,2,2,2,2,2,0,0,0,0,0
international flight	1.09	1	2	0.454545454545455	11	1,2,0,0,2,0,2,2,0,1,2
plowshare	1.09	1	2	0.454545454545455	11	2,2,2,0,2,2,0,1,0,0,1
electable	1.09	1	2	0.454545454545455	11	2,2,0,2,1,2,2,1,0,0,0
ardent	1.09	1	2	0.545454545454545	11	2,0,0,0,0,0,2,2,2,2,2
outshine	1.09	1	2	0.454545454545455	11	1,0,0,1,0,2,0,2,2,2,2
conceptualization	1.09	1	2	0.454545454545455	11	0,2,0,2,2,0,2,1,2,1,0
intuitivism	1.09	1	2	0.545454545454545	11	2,2,2,0,2,2,2,0,0,0,0
radiance	1.09	1	2	0.454545454545455	11	2,0,2,2,2,2,0,1,0,1,0
tolerability	1.09	1	1	0.545454545454545	11	2,0,2,0,1,2,1,1,1,1,1
feel sorry	1.09	1	1	0.727272727272727	11	1,2,2,1,1,0,1,1,1,1,1
grieved	1.09	1	2	0.363636363636364	11	2,1,2,2,1,2,0,0,1,1,0
saleslady	1.09	1	1	0.909090909090909	11	1,1,1,1,1,1,1,1,2,1,1
ingeniousness	1.09	1	2	0.545454545454545	11	0,0,2,0,0,2,2,2,2,2,0
childlike	1.09	1	1	0.909090909090909	11	1,1,1,1,1,1,1,1,1,1,2
strategic	1.09	1	2	0.545454545454545	11	2,0,2,2,0,0,0,0,2,2,2
danes	1.09	1	2	0.545454545454545	11	2,0,2,2,2,2,2,0,0,0,0
well built	1.09	1	2	0.454545454545455	11	0,2,2,0,2,0,0,1,1,2,2
life force	1.09	1	2	0.454545454545455	11	2,0,0,2,0,2,2,2,0,1,1
hockey league	1.09	1	2	0.454545454545455	11	1,0,2,1,2,2,0,0,2,0,2
idolize	1.09	1	2	0.363636363636364	11	2,1,1,1,2,2,0,2,0,1,0
permanent resident	1.09	1	2	0.454545454545455	11	2,2,0,0,0,2,2,1,2,0,1
singing voice	1.09	1	1	0.545454545454545	11	0,1,1,1,0,1,2,1,1,2,2
purist	1.09	1	1	0.727272727272727	11	1,1,1,2,0,1,1,1,2,1,1
prognostication	1.09	1	1	0.545454545454545	11	2,1,2,1,1,1,2,0,1,1,0
calligraphist	1.09	1	2	0.545454545454545	11	2,2,2,2,2,2,0,0,0,0,0
recollect	1.09	1	2	0.454545454545455	11	0,0,2,2,2,0,0,1,2,1,2
postal	1.09	1	2	0.454545454545455	11	2,2,2,0,0,2,2,0,0,1,1
toxicology	1.09	1	1	0.727272727272727	11	1,0,1,1,1,1,1,2,1,1,2
naturalize	1.09	1	2	0.363636363636364	11	2,1,1,1,0,2,2,1,2,0,0
employability	1.09	1	2	0.545454545454545	11	0,0,2,2,0,0,0,2,2,2,2
transferability	1.09	1	2	0.454545454545455	11	2,1,0,2,0,2,0,2,1,0,2
harmonizer	1.09	1	2	0.545454545454545	11	2,2,2,2,2,2,0,0,0,0,0
marketable	1.09	1	1	0.545454545454545	11	2,0,2,0,1,1,1,2,1,1,1
habitable	1.09	1	2	0.454545454545455	11	0,2,0,0,2,0,2,1,1,2,2
arrangement	1.09	1	2	0.363636363636364	11	0,0,1,0,2,1,1,2,2,1,2
elevate	1.09	1	2	0.454545454545455	11	0,2,2,0,1,0,0,1,2,2,2
eloquently	1.09	1	2	0.545454545454545	11	0,2,0,0,0,0,2,2,2,2,2
elation	1.09	1	2	0.363636363636364	11	0,1,1,2,1,0,2,1,2,0,2
normally	1.09	1	2	0.454545454545455	11	0,1,0,0,0,2,2,2,2,1,2
multifunctional	1.09	1	2	0.363636363636364	11	0,1,0,2,0,2,2,2,1,1,1
navigability	1.09	1	2	0.363636363636364	11	0,1,0,2,0,2,2,1,1,1,2
loveee	1.09	1	2	0.545454545454545	11	2,0,2,2,2,2,2,0,0,0,0
embark on	1.09	1	2	0.363636363636364	11	0,2,0,1,2,2,2,1,0,1,1
bowtie	1.09	1	2	0.454545454545455	11	2,2,2,0,2,2,1,0,0,1,0
refinery	1.09	1	2	0.545454545454545	11	0,2,0,0,0,0,2,2,2,2,2
shoemaker	1.09	1	2	0.363636363636364	11	2,2,1,2,0,2,1,1,0,0,1
joking aside	1.08	1	1	0.416666666666667	12	2,2,1,1,2,0,0,2,1,0,1,1
knitting	1.08	1	2	0.416666666666667	12	2,2,0,0,2,2,2,1,0,1,0,1
slow down	1.08	1	1	0.416666666666667	12	2,2,2,0,1,2,0,1,1,1,0,1
buoyancy	1.08	1	2	0.5	12	2,0,0,2,0,2,2,2,0,2,1,0
enviable	1.08	1	2	0.416666666666667	12	0,0,2,2,0,0,2,1,1,2,1,2
radiographic	1.08	1	2	0.416666666666667	12	2,0,2,2,2,2,0,1,0,0,1,1
jocularity	1.08	1	1	0.75	12	1,1,1,1,1,2,1,0,1,1,2,1
gardenlike	1.08	1	1	0.416666666666667	12	1,0,2,0,2,2,2,1,1,1,1,0
press corps	1.08	1	1	0.583333333333333	12	2,1,1,1,1,1,2,0,1,2,0,1
real world	1.08	1	2	0.5	12	0,2,0,2,0,2,2,2,1,0,2,0
equine	1.08	1	2	0.416666666666667	12	2,2,2,2,0,2,0,1,0,1,0,1
wine	1.08	1	2	0.5	12	0,2,0,2,0,0,2,2,2,2,0,1
initiatively	1.08	1	2	0.416666666666667	12	1,2,0,2,2,2,2,0,1,0,0,1
lucent	1.08	1	1	0.416666666666667	12	0,2,0,1,0,1,2,1,2,2,1,1
tribe	1.08	1	2	0.416666666666667	12	0,0,2,2,2,2,1,0,0,1,2,1
willable	1.08	1	2	0.5	12	2,0,2,2,2,2,0,0,0,1,0,2
austereness	1.08	1	1	0.416666666666667	12	1,0,2,2,2,2,0,1,1,1,0,1
reduction	1.08	1	2	0.5	12	2,0,2,2,0,2,0,2,2,1,0,0
business card	1.08	1	1	0.75	12	1,1,1,1,1,1,1,2,1,1,0,2
desirability	1.08	1	2	0.416666666666667	12	0,2,2,0,1,1,0,2,2,2,1,0
youthfulness	1.08	1	1	0.916666666666667	12	1,1,1,1,1,1,2,1,1,1,1,1
common stock	1.08	1	2	0.5	12	2,2,2,0,0,0,2,0,2,0,1,2
general	1.00	1	2	0.454545454545455	11	2,2,0,2,0,2,2,1,0,0,0
works	1.00	1	2	0.5	12	0,0,2,0,0,2,2,2,2,2,0,0
cremationist	1.00	1	2	0.416666666666667	12	2,2,2,1,2,2,1,0,0,0,0,0
horsewoman	1.00	1	2	0.4	10	0,2,2,2,2,0,0,0,1,1
cognizance	1.00	1	2	0.5	10	0,0,2,2,2,0,2,0,0,2
reelect	1.00	1	2	0.4	10	0,0,2,2,2,2,0,0,1,1
sharia law	1.00	1	2	0.4	10	0,2,2,2,0,0,2,0,1,1
dolphin	1.00	1	2	0.416666666666667	12	1,2,0,2,0,2,0,1,0,2,0,2
admittance	1.00	1	2	0.444444444444444	9	0,2,0,2,0,2,2,0,1
rehearsal	1.00	1	2	0.4	10	0,0,0,2,2,0,2,1,1,2
confederation	1.00	1	2	0.444444444444444	9	0,2,0,2,2,2,0,0,1
storing	1.00	1	2	0.4	10	2,0,2,2,2,1,0,0,0,1
embroidery	1.00	1	2	0.5	10	0,0,2,0,0,2,0,2,2,2
viable	1.00	1	2	0.5	10	2,0,0,0,0,2,2,2,2,0
sponsorship	1.00	1	2	0.416666666666667	12	0,2,0,0,2,0,0,2,2,1,2,1
jubilation	1.00	1	2	0.5	12	0,0,0,0,0,2,0,2,2,2,2,2
substantively	1.00	1	1	0.454545454545455	11	0,2,0,0,1,2,1,2,1,1,1
go to	1.00	1	2	0.454545454545455	11	2,0,0,2,0,2,2,2,0,1,0
endangered	1.00	1	2	0.428571428571429	7	2,0,0,2,1,0,2
warned	1.00	1	2	0.428571428571429	7	2,1,0,2,0,2,0
pertinence	1.00	1	2	0.454545454545455	11	0,0,0,2,0,0,1,2,2,2,2
workable	1.00	1	2	0.363636363636364	11	0,1,2,0,0,0,2,1,2,2,1
ritualized	1.00	1	2	0.444444444444444	9	0,2,1,2,0,2,2,0,0
surpassed	1.00	1	2	0.4	10	1,0,2,0,0,0,2,2,2,1
business	1.00	1	2	0.5	12	2,0,2,2,0,2,0,0,2,0,0,2
principality	1.00	1	2	0.454545454545455	11	2,2,2,2,0,0,2,0,0,0,1
entrepreneurial	1.00	1	2	0.454545454545455	11	0,2,2,0,0,0,1,2,2,0,2
opportunity	1.00	1	2	0.5	10	0,2,0,0,0,0,2,2,2,2
bountiful	1.00	1	2	0.5	12	0,0,0,0,0,2,0,2,2,2,2,2
criterion	1.00	1	2	0.4	10	0,0,0,2,1,0,2,1,2,2
artists	1.00	1	2	0.4	10	2,2,0,2,2,0,1,1,0,0
meditatively	1.00	1	1	0.6	10	1,2,0,2,1,1,1,1,1,0
work	1.00	1	2	0.454545454545455	11	0,0,0,2,0,0,2,2,1,2,2
meteorology	1.00	1	2	0.5	10	2,0,0,0,0,0,2,2,2,2
crash test	1.00	1	2	0.6	10	2,2,0,0,2,2,2,2,-1,-1
childlikeness	1.00	1	1	0.666666666666667	12	1,1,1,1,1,2,1,2,1,1,0,0
rejuvenated	1.00	1	2	0.5	10	0,2,0,2,0,2,0,2,0,2
speakership	1.00	1	2	0.444444444444444	9	2,0,2,1,2,2,0,0,0
outgoing	1.00	1	2	0.454545454545455	11	0,2,0,2,0,0,2,2,2,0,1
belong with	1.00	1	2	0.4	10	2,0,2,2,0,2,1,0,0,1
photographer	1.00	1	2	0.363636363636364	11	2,2,0,0,0,2,0,1,1,1,2
lead with	1.00	1	2	0.416666666666667	12	0,0,0,2,2,1,2,0,2,1,2,0
surgically	1.00	1	2	0.454545454545455	11	0,2,2,0,2,0,0,2,1,0,2
strategize	1.00	1	2	0.5	8	0,0,0,0,2,2,2,2
reinvigoration	1.00	1	2	0.5	8	2,2,0,0,2,0,2,0
artist	1.00	1	1	0.636363636363636	11	1,1,2,0,1,1,0,2,1,1,1
accessibly	1.00	1	1	1	11	1,1,1,1,1,1,1,1,1,1,1
propulsive	1.00	1	2	0.363636363636364	11	0,1,2,1,0,0,0,2,1,2,2
sitter	1.00	1	1	0.6	10	2,1,1,2,1,1,1,1,0,0
oeuvre	1.00	1	2	0.5	12	2,0,0,0,0,2,0,2,0,2,2,2
winemaking	1.00	1	2	0.363636363636364	11	2,2,0,0,0,2,2,1,1,1,0
greatly positive	1.00	1	2	0.363636363636364	11	0,0,2,0,0,2,2,1,1,1,2
humanlike	1.00	1	2	0.4	10	2,2,0,2,2,0,1,1,0,0
streamline	1.00	1	2	0.5	8	0,0,0,0,2,2,2,2
mademyday	1.00	1	2	0.444444444444444	9	2,2,2,2,0,0,0,1,0
establishment	1.00	1	1	0.555555555555556	9	1,0,0,2,2,1,1,1,1
midwest	1.00	1	2	0.416666666666667	12	2,2,0,2,0,2,0,2,1,1,0,0
film festival	1.00	1	1	0.636363636363636	11	0,1,2,1,1,1,1,1,1,0,2
frontrunner	1.00	1	2	0.454545454545455	11	0,2,0,0,0,0,2,2,2,1,2
boxers	1.00	1	2	0.416666666666667	12	0,2,0,2,2,0,2,2,1,0,0,1
carry	1.00	1	2	0.454545454545455	11	0,2,2,0,0,0,0,2,1,2,2
transformable	1.00	1	2	0.454545454545455	11	0,0,2,1,0,0,0,2,2,2,2
carpool	1.00	1	2	0.363636363636364	11	0,0,2,0,0,1,2,1,2,2,1
sweetie	1.00	1	1	1	8	1,1,1,1,1,1,1,1
art gallery	1.00	1	2	0.5	12	0,0,0,0,0,0,2,2,2,2,2,2
awed	1.00	1	1	0.454545454545455	11	1,1,0,0,0,1,1,1,2,2,2
rising star	1.00	1	2	0.461538461538462	13	0,0,2,0,0,0,0,2,2,2,2,2,1
socializer	1.00	1	2	0.5	8	2,1,2,2,2,-1,0,0
suggestion	1.00	1	2	0.4	10	0,2,2,2,0,2,0,1,1,0
young	1.00	1	1	1	11	1,1,1,1,1,1,1,1,1,1,1
remarkableness	1.00	1	2	0.454545454545455	11	0,0,2,2,0,0,0,2,1,2,2
invitee	1.00	1	1	1	9	1,1,1,1,1,1,1,1,1
mortar	1.00	1	2	0.454545454545455	11	0,0,2,2,2,0,0,2,2,1,0
great deal	1.00	1	2	0.5	6	0,0,0,2,2,2
matchlessly	1.00	1	2	0.5	10	0,0,0,2,0,0,2,2,2,2
sewing	1.00	1	1	0.454545454545455	11	2,0,2,0,1,2,1,1,1,1,0
urbanely	1.00	1	2	0.454545454545455	11	2,0,0,0,2,0,0,2,2,2,1
vivid	1.00	1	1	0.4	10	2,0,0,2,2,1,1,0,1,1
derive	1.00	1	2	0.363636363636364	11	2,2,0,0,1,2,1,2,0,0,1
restaurant	1.00	1	2	0.454545454545455	11	2,0,0,0,0,0,2,2,2,2,1
demigoddess	1.00	1	2	0.5	10	2,0,0,2,2,2,2,0,1,-1
steam ahead	1.00	1	2	0.5	12	0,0,2,0,0,2,0,0,2,2,2,2
shining	1.00	1	2	0.454545454545455	11	1,0,0,2,0,0,2,2,2,0,2
intercommunicative	1.00	1	2	0.5	8	0,2,2,2,0,0,2,0
guestbook	1.00	1	2	0.363636363636364	11	1,1,2,2,2,2,1,0,0,0,0
recoupment	1.00	1	2	0.4	10	2,0,2,2,0,2,1,0,0,1
symbiotically	1.00	1	2	0.4	10	1,1,2,2,2,2,0,0,0,0
iris	1.00	1	2	0.454545454545455	11	2,2,2,2,2,0,0,1,0,0,0
newsboy	1.00	1	1	0.6	10	1,1,2,1,1,2,0,1,0,1
kindergartner	1.00	1	1	0.636363636363636	11	1,1,1,1,1,1,2,0,2,0,1
familiar with	1.00	1	2	0.454545454545455	11	0,2,0,0,0,2,2,2,1,0,2
grand opening	1.00	1	2	0.4	10	0,1,2,2,0,0,1,0,2,2
daintiness	1.00	1	1	0.666666666666667	12	0,1,1,1,2,1,1,2,1,1,1,0
white hair	1.00	1	2	0.4	10	2,2,2,0,2,0,0,1,0,1
normalcy	1.00	1	1	0.5	12	0,1,0,2,1,2,2,1,1,1,1,0
smartness	1.00	1	2	0.375	8	0,2,0,1,2,1,2,0
high hopes	1.00	1	2	0.454545454545455	11	0,2,2,0,0,0,0,2,2,1,2
realignment	1.00	1	2	0.333333333333333	9	2,1,0,1,0,2,1,0,2
seeder	1.00	1	2	0.5	12	2,0,2,2,2,2,2,0,0,0,0,0
immediacy	1.00	1	2	0.454545454545455	11	0,0,2,0,2,0,0,1,2,2,2
appease	1.00	1	1	0.555555555555556	9	1,2,0,1,1,1,2,0,1
nice little	1.00	1	2	0.416666666666667	12	2,0,2,2,0,0,0,1,2,2,1,0
recoverability	1.00	1	2	0.4	10	2,2,0,0,2,2,1,0,0,1
reserves	1.00	1	2	0.5	8	2,2,0,0,0,0,2,2
heartstring	1.00	1	2	0.444444444444444	9	2,0,2,0,2,0,2,0,1
steelmaker	1.00	1	2	0.416666666666667	12	2,0,2,0,2,0,2,1,0,1,0,2
programmable	1.00	1	2	0.4	10	0,1,0,2,0,2,1,2,2,0
seawall	1.00	1	2	0.416666666666667	12	0,0,0,0,0,2,2,2,1,2,2,1
marathoner	1.00	1	2	0.5	12	2,0,0,0,0,0,0,2,2,2,2,2
press charges	1.00	1	2	0.555555555555556	9	2,2,-1,-1,2,2,1,2,0
open doors	1.00	1	2	0.4	5	0,2,0,2,1
nimble	1.00	1	2	0.416666666666667	12	0,2,0,0,0,0,1,2,2,2,1,2
invulnerability	1.00	1	2	0.454545454545455	11	0,0,0,2,0,0,2,2,2,2,1
deluxe	1.00	1	2	0.454545454545455	11	2,0,0,0,0,0,2,1,2,2,2
winning streak	1.00	1	2	0.454545454545455	11	0,0,0,0,0,2,2,1,2,2,2
outrank	1.00	1	2	0.5	10	2,2,2,2,0,0,0,0,0,2
agricultural	1.00	1	2	0.363636363636364	11	2,2,0,0,0,0,2,2,1,1,1
quakeproof	1.00	1	2	0.375	8	0,2,2,2,0,1,1,0
earnings	1.00	1	2	0.444444444444444	9	2,0,0,0,0,2,2,2,1
carefree	1.00	1	2	0.454545454545455	11	0,0,2,0,0,1,2,2,2,0,2
royally	1.00	1	2	0.375	8	2,1,2,0,0,0,2,1
digital	1.00	1	2	0.454545454545455	11	0,0,1,0,0,0,2,2,2,2,2
youthful	1.00	1	1	0.6	10	1,1,0,1,1,1,2,2,1,0
inadvertent	1.00	1	2	0.5	6	2,0,0,2,2,0
glow	1.00	1	2	0.333333333333333	12	1,0,0,2,0,0,2,2,1,1,2,1
advantage	1.00	1	2	0.5	12	0,2,0,0,0,0,2,2,2,2,0,2
muster	1.00	1	2	0.363636363636364	11	0,2,0,0,0,2,2,1,1,2,1
classical	1.00	1	2	0.454545454545455	11	0,2,0,0,0,0,2,2,2,2,1
smart thing	1.00	1	2	0.454545454545455	11	2,0,2,0,0,2,2,1,0,2,0
anthem	1.00	1	2	0.363636363636364	11	2,0,2,0,2,2,1,0,1,0,1
yield	1.00	1	1	0.4	10	0,0,2,2,1,2,1,0,1,1
ovenproof	1.00	1	2	0.363636363636364	11	0,0,1,2,1,0,2,2,0,1,2
transmission	1.00	1	2	0.454545454545455	11	0,0,0,2,0,2,0,2,2,1,2
aspiring	1.00	1	2	0.4	10	0,0,0,0,2,2,2,2,1,1
commerce	1.00	1	1	0.6	10	0,1,1,1,1,1,1,2,2,0
smartcard	1.00	1	2	0.333333333333333	9	2,2,0,1,1,0,2,1,0
cumulatively	1.00	1	2	0.416666666666667	12	2,2,2,0,2,0,2,1,0,0,0,1
meditating	1.00	1	1	0.555555555555556	9	1,2,1,0,0,1,1,2,1
detox	1.00	1	2	0.363636363636364	11	0,2,0,0,0,2,2,1,1,2,1
unconquerable	1.00	1	2	0.454545454545455	11	0,0,0,2,1,0,0,2,2,2,2
stunt double	1.00	1	1	0.833333333333333	12	1,1,1,1,1,1,1,1,0,1,1,2
delighter	1.00	1	1	0.666666666666667	12	1,1,1,1,0,1,1,1,2,1,2,0
extraordinaire	1.00	1	1	0.4	10	0,1,2,2,0,2,1,1,0,1
councilwoman	1.00	1	1	0.428571428571429	7	2,0,0,1,1,1,2
daily life	1.00	1	2	0.4	10	0,2,2,2,2,0,0,1,1,0
outspokenness	1.00	1	1	0.4	10	1,0,1,1,0,0,2,2,2,1
nonmalleable	1.00	1	2	0.5	10	2,0,2,2,2,2,0,0,0,0
conversational	1.00	1	1	0.818181818181818	11	1,1,1,1,1,2,1,1,0,1,1
technologies	1.00	1	1	0.454545454545455	11	0,1,2,0,1,0,1,1,1,2,2
neurogenesis	1.00	1	2	0.454545454545455	11	1,0,0,0,0,2,2,0,2,2,2
participation	1.00	1	2	0.375	8	1,0,2,2,0,1,2,0
footman	1.00	1	2	0.454545454545455	11	2,0,0,2,2,2,0,1,0,2,0
technique	1.00	1	2	0.444444444444444	9	0,2,1,2,0,0,0,2,2
potential	1.00	1	2	0.333333333333333	12	0,0,2,0,0,2,2,1,1,1,2,1
association	1.00	1	1	0.4	10	0,2,2,1,0,1,2,0,1,1
antacid	1.00	1	2	0.363636363636364	11	2,2,2,0,0,1,0,1,2,1,0
preparative	1.00	1	2	0.5	12	0,2,2,2,2,2,2,0,0,0,0,0
extradition	1.00	1	2	0.4	10	2,2,0,2,2,1,0,0,1,0
pleaser	1.00	1	1	0.818181818181818	11	1,1,1,2,1,1,1,0,1,1,1
inflexible	1.00	1	2	0.666666666666667	9	2,-1,2,2,2,2,2,-1,-1
meekness	1.00	1	1	0.4	10	2,0,2,0,2,1,0,1,1,1
wonders	1.00	1	2	0.5	10	0,0,0,0,0,2,2,2,2,2
draftswoman	1.00	1	2	0.5	12	2,2,2,2,2,2,0,0,0,0,0,0
make sense	1.00	1	2	0.444444444444444	9	0,0,2,2,1,2,1,2,-1
selectiveness	1.00	1	1	0.4	10	0,1,2,2,2,0,1,1,0,1
parentage	1.00	1	2	0.333333333333333	12	0,2,0,0,2,1,2,1,2,0,1,1
savvy	1.00	1	2	0.454545454545455	11	0,0,0,2,0,0,1,2,2,2,2
every time	1.00	1	2	0.333333333333333	12	1,1,2,2,2,0,0,1,2,0,1,0
rise	1.00	1	2	0.4	10	2,0,2,0,0,2,1,1,0,2
ascending	1.00	1	2	0.454545454545455	11	0,2,0,0,0,0,2,2,2,2,1
refinish	1.00	1	2	0.416666666666667	12	0,2,2,0,2,2,2,0,1,1,0,0
athlete	1.00	1	1	0.777777777777778	9	1,1,1,1,1,1,1,2,0
last resort	1.00	1	2	0.444444444444444	9	2,2,0,0,2,2,1,-1,1
art director	1.00	1	2	0.5	12	0,2,0,0,0,0,2,2,2,2,2,0
prospectively	1.00	1	2	0.444444444444444	9	2,2,2,0,2,1,0,0,0
opera house	1.00	1	2	0.4	10	2,0,0,0,0,2,1,2,1,2
bringer	1.00	1	2	0.454545454545455	11	2,2,2,0,2,1,2,0,0,0,0
clue	1.00	1	2	0.4	10	0,0,2,2,2,2,0,1,1,0
hopes	1.00	1	1	0.777777777777778	9	1,1,1,1,1,1,2,1,0
get married	1.00	1	2	0.454545454545455	11	0,2,2,0,2,0,2,0,1,0,2
interaction	1.00	1	2	0.5	10	0,0,2,0,0,2,0,2,2,2
lamplight	1.00	1	2	0.4	10	0,0,0,2,2,1,1,2,2,0
herbal tea	1.00	1	2	0.416666666666667	12	0,2,0,0,0,0,2,2,1,1,2,2
application	1.00	1	2	0.454545454545455	11	2,2,0,0,0,0,1,2,0,2,2
vivacity	1.00	1	2	0.333333333333333	9	2,0,1,0,0,2,1,2,1
learner	1.00	1	1	0.6	10	1,1,1,1,1,1,2,2,0,0
businessman	1.00	1	1	0.666666666666667	12	0,1,1,1,1,1,2,2,1,1,1,0
defended	1.00	1	2	0.454545454545455	11	2,0,0,0,0,0,2,2,2,2,1
scorecard	1.00	1	2	0.333333333333333	12	1,1,0,1,0,1,0,2,2,2,2,0
alertness	1.00	1	2	0.416666666666667	12	1,0,0,0,0,0,2,2,1,2,2,2
observantly	1.00	1	2	0.333333333333333	12	1,1,2,2,0,2,0,0,1,2,1,0
congruously	1.00	1	2	0.363636363636364	11	0,0,1,0,2,2,2,0,2,1,1
regenerator	1.00	1	2	0.454545454545455	11	2,2,2,0,0,0,1,2,0,0,2
remind	1.00	1	2	0.375	8	2,0,0,0,2,2,1,1
jovially	1.00	1	1	0.5	12	1,1,0,0,0,1,1,2,1,2,2,1
unworried	1.00	1	2	0.363636363636364	11	2,0,2,0,0,1,0,1,2,2,1
love boat	1.00	1	2	0.454545454545455	11	0,2,0,2,2,2,2,1,0,0,0
rapid	1.00	1	2	0.454545454545455	11	2,0,0,0,0,0,1,2,2,2,2
goldilocks	1.00	1	2	0.5	12	2,2,2,2,0,2,0,0,0,2,0,0
old fashioned	1.00	1	2	0.454545454545455	11	2,2,2,2,0,2,0,0,0,0,1
contented	1.00	1	2	0.5	6	0,0,2,0,2,2
decorator	1.00	1	1	0.636363636363636	11	1,2,0,0,2,1,1,1,1,1,1
momentousness	1.00	1	2	0.5	8	2,0,2,0,0,2,0,2
aromatherapy	1.00	1	2	0.4	10	0,2,0,0,2,0,2,2,1,1
submariner	1.00	1	2	0.5	10	2,2,2,2,2,0,0,0,0,0
intelligence	1.00	1	2	0.5	10	0,2,0,0,0,2,2,0,2,2
hire	1.00	1	2	0.4	10	0,1,0,1,0,2,2,2,0,2
buying power	1.00	1	2	0.416666666666667	12	0,0,0,1,2,0,2,0,2,1,2,2
imaginativeness	1.00	1	2	0.363636363636364	11	2,1,1,0,2,2,2,0,1,0,0
stimulating	1.00	1	2	0.363636363636364	11	0,2,1,0,0,0,2,2,1,2,1
dote	0.92	1	1	0.416666666666667	12	1,2,2,1,1,1,2,0,0,0,1,0
comfortably	0.92	1	0	0.416666666666667	12	0,0,0,0,0,1,2,1,1,2,2,2
idealistically	0.92	1	1	0.416666666666667	12	2,2,0,0,1,0,0,1,2,1,1,1
